customer_id,age,gender,country,city_tier,tenure_months,recency_days,frequency,monetary_eur,avg_order_value,app_sessions_30d,pages_per_session,wishlist_items,email_open_rate,category_diversity,preferred_category,channel,return_rate,discount_usage_ratio,complained,churn
ZC000200,30.0,Female,Other,Tier 1,1,45,1,113.99,113.99,7,6.3,5,0.282,1,Women,Online,0.677,0.322,0,0
ZC000201,35.0,Female,UK,Tier 1,6,35,1,56.92,56.92,4,5.0,5,0.592,4,Kids,Mixed,0.37,0.077,0,0
ZC000202,46.0,Male,France,Tier 1,29,101,5,392.61,78.52,2,7.7,6,0.619,4,TRF,Mixed,0.497,0.398,0,1
ZC000203,33.0,Female,Other,Tier 3,13,85,3,276.96,92.32,2,6.5,4,0.753,7,Women,Online,0.362,0.126,0,0
ZC000204,38.0,Male,Mexico,Tier 1,33,18,2,110.23,55.12,2,3.0,2,0.283,7,Women,Mixed,0.34,0.128,0,0
ZC000205,16.0,Male,UK,Tier 2,30,170,7,440.94,62.99,1,3.5,1,0.44,7,Women,Online,0.098,0.318,0,0
ZC000206,32.0,Female,Spain,Tier 3,28,36,1,44.11,44.11,4,2.8,4,0.363,1,Kids,Online,0.272,0.151,0,0
ZC000207,24.0,Female,Other,Tier 2,27,13,1,59.93,59.93,7,2.0,5,0.648,8,TRF,Online,0.142,0.378,0,0
ZC000208,20.0,Female,Mexico,Tier 1,35,32,6,465.64,77.61,3,22.5,6,0.769,5,Women,Online,0.044,0.158,0,0
ZC000209,23.0,Male,UK,Tier 1,35,10,2,129.02,64.51,5,8.7,6,0.226,1,Men,Store,0.314,0.178,0,0
ZC000210,29.0,Female,France,Tier 2,18,12,1,71.58,71.58,6,11.1,2,0.151,6,Women,Mixed,0.277,0.421,0,0
ZC000211,41.0,Female,USA,Tier 3,15,325,1,104.67,104.67,3,3.8,5,0.526,8,Kids,Online,0.506,0.371,0,1
ZC000212,19.0,Female,UK,Tier 3,24,98,1,89.28,89.28,1,6.1,4,0.439,3,TRF,Store,0.196,0.406,0,1
ZC000213,32.0,Male,USA,Tier 1,42,16,5,535.0,107.0,5,8.6,4,0.406,1,Women,Mixed,0.318,0.627,0,0
ZC000214,27.0,Female,USA,Tier 3,9,7,1,66.59,66.59,2,17.3,3,0.658,7,Women,Store,0.441,0.259,0,0
ZC000215,29.0,Female,Other,Tier 1,16,48,7,524.49,74.93,9,1.0,4,0.259,2,Women,Store,0.554,0.041,0,0
ZC000216,42.0,Female,USA,Tier 2,12,6,1,54.76,54.76,7,6.4,1,0.615,1,Men,Mixed,0.184,0.034,0,0
ZC000217,37.0,Female,Mexico,Tier 1,8,46,4,367.26,91.82,2,5.9,2,0.211,7,Kids,Mixed,0.219,0.281,0,0
ZC000218,45.0,Male,UK,Tier 1,13,72,3,257.81,85.94,1,6.4,1,0.511,3,Women,Store,0.473,0.453,0,0
ZC000219,30.0,Male,Spain,Tier 2,5,77,1,101.8,101.8,2,7.0,3,0.522,4,Men,Online,0.186,0.181,0,1
ZC000220,25.0,Female,USA,Tier 1,5,16,1,94.13,94.13,2,2.8,8,0.636,1,Home,Mixed,0.374,0.078,0,0
ZC000221,30.0,Female,USA,Tier 3,54,64,6,427.55,71.26,0,4.0,2,0.467,2,Home,Store,0.285,0.526,0,0
ZC000222,34.0,Male,Italy,Tier 1,7,121,2,101.65,50.82,2,2.3,4,0.41,5,Kids,Online,0.481,0.246,0,0
ZC000223,34.0,Female,Other,Tier 3,28,38,1,49.97,49.97,10,4.8,6,0.446,2,TRF,Online,0.27,0.112,0,0
ZC000224,21.0,Female,Mexico,Tier 1,60,15,6,236.24,39.37,8,6.0,3,0.549,3,Men,Store,0.323,0.168,0,0
ZC000225,33.0,Female,Mexico,Tier 1,39,36,1,97.48,97.48,4,3.4,4,0.416,7,Women,Online,0.252,0.374,1,0
ZC000226,34.0,Female,Other,Tier 1,27,18,4,317.26,79.32,8,6.3,4,0.746,2,Beauty,Mixed,0.357,0.191,0,0
ZC000227,57.0,Male,Mexico,Tier 2,31,396,5,714.23,142.85,2,1.5,7,0.507,7,Women,Online,0.355,0.249,0,0
ZC000228,51.0,Female,France,Tier 2,12,105,1,76.24,76.24,1,1.5,4,0.384,3,Men,Store,0.318,0.417,0,1
ZC000229,23.0,Female,Italy,Tier 1,40,87,1,80.96,80.96,2,10.7,4,0.612,2,TRF,Online,0.363,0.407,0,0
ZC000230,29.0,Male,UK,Tier 1,57,7,4,387.72,96.93,6,3.7,4,0.522,7,Women,Online,0.234,0.423,0,0
ZC000231,17.0,Female,Spain,Tier 1,14,40,1,88.51,88.51,5,2.5,4,0.252,5,Women,Mixed,0.453,0.166,0,0
ZC000232,26.0,Male,Italy,Tier 2,5,34,1,67.54,67.54,6,2.1,1,0.265,3,Men,Store,0.267,0.267,0,0
ZC000233,35.0,Female,Italy,Tier 2,34,27,4,342.14,85.54,6,2.8,2,0.205,6,Men,Online,0.145,0.174,0,0
ZC000234,44.0,Female,USA,Tier 2,60,133,4,390.92,97.73,1,7.9,3,0.518,2,Women,Mixed,0.253,0.154,0,1
ZC000235,25.0,Female,Other,Tier 1,8,273,1,116.58,116.58,4,4.9,4,0.661,4,TRF,Store,0.315,0.584,0,1
ZC000236,25.0,Female,Spain,Tier 1,1,27,1,57.77,57.77,8,2.0,4,0.669,4,Kids,Mixed,0.37,0.122,0,0
ZC000237,16.0,Female,Italy,Tier 1,16,3,1,72.17,72.17,5,7.0,3,0.489,8,Men,Online,0.366,0.406,0,0
ZC000238,30.0,Female,Other,Tier 3,11,29,2,149.71,74.86,9,6.4,2,0.167,4,Women,Online,0.538,0.253,0,0
ZC000239,21.0,Male,USA,Tier 1,21,128,3,208.14,69.38,0,7.7,5,0.333,2,Men,Online,0.154,0.198,0,0
ZC000240,27.0,Male,Other,Tier 1,10,105,1,92.83,92.83,1,3.1,2,0.296,2,Men,Store,0.042,0.098,0,0
ZC000241,23.0,Female,Other,Tier 2,16,54,1,119.45,119.45,8,4.3,2,0.478,2,Men,Store,0.283,0.231,0,0
ZC000242,31.0,Female,Italy,Tier 2,7,87,4,382.71,95.68,2,9.6,1,0.371,8,Men,Online,0.443,0.254,0,0
ZC000243,16.0,Female,Other,Tier 1,2,37,4,249.84,62.46,10,4.2,3,0.309,1,Women,Store,0.273,0.194,0,1
ZC000244,17.0,Female,Germany,Tier 1,17,26,4,211.24,52.81,8,4.2,1,0.782,6,Women,Store,0.172,0.322,0,0
ZC000245,53.0,Female,France,Tier 2,29,21,4,301.19,75.3,8,3.3,2,0.47,7,Home,Online,0.414,0.171,0,0
ZC000246,19.0,Male,Italy,Tier 2,6,51,1,102.6,102.6,10,16.3,1,0.189,8,Women,Store,0.133,0.637,0,0
ZC000247,21.0,Male,UK,Tier 1,60,30,7,525.07,75.01,7,11.2,8,0.348,6,Women,Store,0.654,0.573,0,0
ZC000248,50.0,Female,USA,Tier 1,26,17,3,284.35,94.78,8,2.6,1,0.77,3,Beauty,Online,0.618,0.246,0,0
ZC000249,61.0,Male,Spain,Tier 1,12,61,1,107.12,107.12,1,2.8,0,0.226,4,Men,Mixed,0.341,0.2,0,0
ZC000250,20.0,Female,UK,Tier 2,44,33,5,435.22,87.04,7,5.2,3,0.242,3,Women,Mixed,0.274,0.391,0,0
ZC000251,28.0,Female,Mexico,Tier 1,35,132,2,170.47,85.24,1,6.8,6,0.453,7,Women,Online,0.49,0.259,1,1
ZC000252,35.0,Female,Other,Tier 1,28,71,4,209.6,52.4,2,1.0,8,0.435,6,Women,Online,0.098,0.375,0,0
ZC000253,49.0,Female,Other,Tier 1,21,215,4,337.92,84.48,1,1.2,7,0.14,6,Women,Mixed,0.338,0.465,0,1
ZC000254,22.0,Female,USA,Tier 3,12,78,2,183.49,91.74,1,6.8,2,0.143,4,Kids,Store,0.265,0.376,0,1
ZC000255,30.0,Male,France,Tier 1,24,47,1,88.88,88.88,3,5.3,5,0.351,5,Women,Store,0.299,0.324,0,0
ZC000256,40.0,Female,France,Tier 1,21,115,3,167.1,55.7,1,1.8,2,0.449,6,Men,Online,0.334,0.452,0,1
ZC000257,36.0,Female,USA,Tier 1,43,195,5,416.59,83.32,1,3.8,3,0.394,2,Men,Mixed,0.322,0.23,0,0
ZC000258,28.0,Female,Germany,Tier 2,27,6,1,92.28,92.28,3,4.2,3,0.451,2,Kids,Online,0.107,0.083,0,0
ZC000259,31.0,Male,USA,Tier 3,14,116,1,47.46,47.46,0,6.1,1,0.317,1,Men,Store,0.184,0.271,0,0
ZC000260,18.0,Female,Other,Tier 3,14,51,5,456.29,91.26,6,3.4,7,0.42,3,Men,Store,0.574,0.44,0,0
ZC000261,30.0,Male,USA,Tier 1,10,79,4,346.87,86.72,1,4.3,3,0.409,8,Women,Online,0.416,0.393,0,0
ZC000262,29.0,Male,Other,Tier 1,21,208,1,66.39,66.39,3,9.6,2,0.572,1,Women,Mixed,0.162,0.262,0,1
ZC000263,34.0,Female,Other,Tier 1,13,55,1,88.34,88.34,7,4.4,9,0.259,6,Women,Online,0.245,0.504,0,0
ZC000264,26.0,Male,Italy,Tier 2,6,15,3,267.72,89.24,10,1.5,5,0.312,4,Men,Store,0.36,0.414,1,0
ZC000265,37.0,Female,USA,Tier 2,33,9,7,537.13,76.73,11,4.3,6,0.522,8,Women,Store,0.621,0.199,0,0
ZC000266,42.0,Male,USA,Tier 1,12,71,4,369.86,92.46,0,2.5,11,0.225,4,Home,Online,0.131,0.443,0,0
ZC000267,34.0,Female,Other,Tier 1,15,55,1,53.63,53.63,12,4.0,3,0.102,3,Women,Store,0.271,0.301,0,0
ZC000268,36.0,Female,Spain,Tier 1,49,185,5,211.45,42.29,2,2.8,1,0.533,7,Kids,Mixed,0.135,0.391,0,0
ZC000269,33.0,Female,Spain,Tier 2,36,24,1,82.32,82.32,6,3.7,7,0.268,5,Women,Store,0.154,0.284,0,0
ZC000270,32.0,Female,Other,Tier 1,27,25,4,369.28,92.32,8,3.3,6,0.635,1,Women,Mixed,0.348,0.066,0,0
ZC000271,25.0,Male,Mexico,Tier 1,21,235,1,97.02,97.02,1,3.1,2,0.611,6,Men,Online,0.24,0.292,0,0
ZC000272,35.0,Male,Italy,Tier 1,56,20,3,246.34,82.11,5,3.9,2,0.428,3,Women,Online,0.564,0.173,0,0
ZC000273,31.0,Female,USA,Tier 1,15,12,1,58.04,58.04,11,1.4,3,0.539,1,Women,Store,0.444,0.293,0,0
ZC000274,53.0,Female,France,Tier 1,10,232,1,94.71,94.71,1,6.3,5,0.742,2,Home,Store,0.364,0.364,0,1
ZC000275,48.0,Female,Other,Tier 2,43,113,5,399.64,79.93,1,1.5,2,0.59,2,Women,Store,0.287,0.389,0,0
ZC000276,36.0,Male,USA,Tier 2,27,51,1,126.72,126.72,4,8.0,3,0.564,6,Women,Store,0.265,0.482,0,0
ZC000277,24.0,Female,USA,Tier 1,8,324,6,534.98,89.16,0,9.4,4,0.305,5,Women,Mixed,0.525,0.161,0,1
ZC000278,21.0,Male,Spain,Tier 1,27,32,3,273.8,91.27,10,2.5,5,0.353,6,Men,Store,0.198,0.092,0,0
ZC000279,44.0,Female,Germany,Tier 3,5,93,1,75.97,75.97,1,2.1,2,0.463,2,Women,Mixed,0.111,0.065,0,1
ZC000280,35.0,Female,USA,Tier 3,37,84,1,74.62,74.62,0,4.3,4,0.559,5,Men,Mixed,0.191,0.183,0,0
ZC000281,37.0,Male,Other,Tier 2,22,188,1,83.26,83.26,1,13.7,2,0.154,3,Kids,Online,0.096,0.779,0,1
ZC000282,16.0,Female,USA,Tier 2,24,24,2,189.25,94.62,5,3.4,4,0.111,4,Women,Store,0.327,0.092,0,0
ZC000283,41.0,Female,USA,Tier 2,25,232,1,106.84,106.84,4,3.2,8,0.153,1,Beauty,Online,0.28,0.286,0,0
ZC000284,37.0,Female,Other,Tier 2,26,298,1,44.13,44.13,2,2.7,4,0.833,4,Kids,Online,0.255,0.339,0,1
ZC000285,21.0,Female,Other,Tier 1,18,162,1,64.49,64.49,0,1.9,4,0.724,7,Home,Store,0.384,0.194,0,1
ZC000286,27.0,Male,Italy,Tier 1,19,27,3,332.98,110.99,3,3.1,1,0.396,7,Men,Store,0.134,0.323,0,0
ZC000287,35.0,Male,Other,Tier 1,13,69,4,251.68,62.92,1,4.2,2,0.408,4,Women,Mixed,0.304,0.289,0,0
ZC000288,33.0,Male,USA,Tier 2,21,84,1,63.78,63.78,5,2.3,0,0.788,5,TRF,Store,0.089,0.213,0,0
ZC000289,29.0,Female,UK,Tier 2,18,81,1,114.69,114.69,2,7.1,5,0.748,8,Women,Online,0.574,0.446,0,1
ZC000290,31.0,Female,USA,Tier 3,20,8,1,91.96,91.96,7,7.3,2,0.44,1,Women,Mixed,0.464,0.511,1,0
ZC000291,29.0,Male,UK,Tier 1,6,104,1,86.77,86.77,0,6.2,3,0.441,5,Women,Store,0.408,0.15,0,0
ZC000292,34.0,Female,Mexico,Tier 1,11,74,5,481.89,96.38,1,3.7,2,0.126,3,Women,Mixed,0.31,0.123,1,1
ZC000293,47.0,Male,Other,Tier 2,2,48,3,222.55,74.18,5,4.4,3,0.369,6,Kids,Store,0.224,0.376,0,0
ZC000294,16.0,Female,Spain,Tier 3,16,53,3,237.2,79.07,6,3.3,3,0.216,2,Women,Store,0.327,0.108,0,0
ZC000295,30.0,Female,UK,Tier 3,7,333,1,87.39,87.39,2,8.8,2,0.502,7,Women,Mixed,0.208,0.152,0,1
ZC000296,34.0,Female,Other,Tier 1,3,164,1,62.09,62.09,1,8.5,1,0.157,3,Beauty,Store,0.114,0.297,0,1
ZC000297,35.0,Male,Germany,Tier 3,21,7,1,75.16,75.16,4,4.6,2,0.109,8,Men,Mixed,0.112,0.416,0,0
ZC000298,28.0,Female,USA,Tier 3,8,49,3,159.33,53.11,7,2.2,1,0.137,4,Kids,Mixed,0.213,0.499,0,1
ZC000299,16.0,Female,UK,Tier 3,11,141,3,218.81,72.94,4,5.3,3,0.199,1,Men,Mixed,0.153,0.238,0,1
ZC000300,35.0,Male,USA,Tier 2,24,167,2,141.39,70.69,1,5.7,5,0.621,3,Home,Mixed,0.436,0.417,0,1
ZC000301,49.0,Female,UK,Tier 2,32,79,4,143.62,35.9,0,2.7,5,0.579,8,Men,Online,0.254,0.228,0,0
ZC000302,17.0,Female,UK,Tier 1,13,17,1,89.14,89.14,13,2.6,5,0.296,6,Women,Store,0.349,0.321,0,0
ZC000303,41.0,Male,France,Tier 1,37,15,4,307.63,76.91,7,2.4,2,0.066,3,Beauty,Online,0.082,0.137,0,0
ZC000304,29.0,Male,UK,Tier 1,44,102,6,633.07,105.51,3,2.0,5,0.291,5,Home,Store,0.465,0.662,0,0
ZC000305,31.0,Female,France,Tier 1,17,39,5,219.83,43.97,7,1.3,4,0.55,5,Kids,Store,0.431,0.191,0,0
ZC000306,21.0,Male,Spain,Tier 3,17,21,1,52.95,52.95,7,3.3,3,0.421,6,Women,Online,0.164,0.47,0,0
ZC000307,29.0,Male,Spain,Tier 2,11,1,4,389.83,97.46,11,1.7,1,0.519,3,Women,Mixed,0.389,0.408,0,0
ZC000308,45.0,Female,UK,Tier 1,20,10,6,282.71,47.12,7,3.9,0,0.391,1,Home,Mixed,0.287,0.049,0,0
ZC000309,38.0,Female,Other,Tier 2,32,72,1,65.58,65.58,0,6.4,3,0.496,2,Men,Store,0.254,0.295,0,0
ZC000310,49.0,Male,Mexico,Tier 2,41,45,1,79.45,79.45,7,2.6,4,0.297,2,Women,Store,0.474,0.512,0,0
ZC000311,44.0,Female,Spain,Tier 1,8,181,4,487.11,121.78,2,9.9,3,0.281,6,Women,Store,0.315,0.586,0,0
ZC000312,36.0,Male,France,Tier 2,18,13,1,86.22,86.22,9,11.2,4,0.442,7,Kids,Store,0.155,0.583,0,0
ZC000313,49.0,Female,Germany,Tier 1,28,27,2,137.82,68.91,6,5.4,2,0.551,8,Men,Online,0.26,0.222,0,0
ZC000314,36.0,Female,France,Tier 2,4,33,3,220.88,73.63,4,6.8,1,0.22,4,Beauty,Online,0.445,0.102,0,0
ZC000315,40.0,Female,Italy,Tier 2,1,65,1,54.11,54.11,2,6.9,3,0.422,7,Men,Mixed,0.481,0.376,0,1
ZC000316,29.0,Female,Other,Tier 1,17,34,2,116.42,58.21,5,2.0,5,0.412,4,Women,Online,0.11,0.181,0,0
ZC000317,33.0,Male,Spain,Tier 1,8,24,1,56.1,56.1,10,7.8,1,0.284,6,Women,Mixed,0.362,0.375,0,0
ZC000318,25.0,Female,France,Tier 2,7,81,2,194.03,97.02,1,1.0,7,0.326,5,Men,Mixed,0.744,0.138,0,1
ZC000319,42.0,Male,France,Tier 3,9,62,3,259.89,86.63,2,3.9,3,0.267,8,Men,Store,0.164,0.416,0,0
ZC000320,20.0,Female,France,Tier 1,9,116,1,63.09,63.09,0,3.4,4,0.45,1,Women,Store,0.368,0.087,0,0
ZC000321,40.0,Male,USA,Tier 2,24,44,2,135.14,67.57,4,2.2,1,0.446,7,Women,Online,0.497,0.104,1,0
ZC000322,30.0,Male,Germany,Tier 2,2,154,1,88.07,88.07,4,3.1,4,0.405,4,Kids,Store,0.412,0.527,0,1
ZC000323,44.0,Female,Spain,Tier 1,22,21,2,89.5,44.75,12,7.0,4,0.409,7,Men,Store,0.388,0.539,0,0
ZC000324,40.0,Female,Italy,Tier 1,14,102,1,87.98,87.98,1,2.7,4,0.273,7,Men,Mixed,0.419,0.187,0,0
ZC000325,50.0,Male,Germany,Tier 1,5,125,2,121.3,60.65,0,4.7,6,0.649,8,Home,Online,0.111,0.352,0,1
ZC000326,39.0,Male,USA,Tier 1,27,104,1,43.95,43.95,2,6.8,1,0.231,4,Women,Store,0.097,0.434,0,1
ZC000327,16.0,Female,Other,Tier 1,23,51,6,425.39,70.9,5,3.8,10,0.357,2,Women,Store,0.414,0.401,0,0
ZC000328,31.0,Female,Other,Tier 2,10,67,1,87.96,87.96,1,3.3,3,0.485,2,Women,Mixed,0.496,0.141,0,1
ZC000329,20.0,Male,France,Tier 2,26,178,7,640.19,91.46,1,1.2,5,0.277,4,Women,Store,0.411,0.427,0,0
ZC000330,27.0,Female,Other,Tier 1,39,56,4,345.98,86.5,3,3.9,2,0.751,3,Women,Mixed,0.281,0.151,0,0
ZC000331,47.0,Female,Other,Tier 1,2,19,1,57.99,57.99,9,1.1,5,0.247,4,Women,Store,0.172,0.22,0,0
ZC000332,38.0,Female,Spain,Tier 1,7,97,2,204.65,102.32,5,4.7,5,0.55,5,Women,Mixed,0.503,0.63,1,1
ZC000333,25.0,Female,Germany,Tier 3,2,47,1,89.72,89.72,6,6.4,3,0.428,4,Home,Mixed,0.519,0.108,0,1
ZC000334,22.0,Male,Germany,Tier 3,30,57,1,65.38,65.38,5,3.8,1,0.055,6,Women,Mixed,0.315,0.739,0,0
ZC000335,32.0,Female,Germany,Tier 2,15,51,1,94.62,94.62,3,11.3,1,0.413,8,Kids,Store,0.278,0.031,0,0
ZC000336,20.0,Male,Other,Tier 1,13,112,1,84.78,84.78,1,4.6,2,0.543,5,Women,Mixed,0.363,0.25,0,1
ZC000337,25.0,Female,France,Tier 3,29,80,5,636.41,127.28,2,5.9,2,0.292,6,Women,Mixed,0.228,0.341,0,0
ZC000338,35.0,Female,Spain,Tier 2,11,57,1,102.64,102.64,2,3.5,3,0.197,3,Men,Online,0.488,0.091,0,1
ZC000339,44.0,Female,UK,Tier 1,29,75,5,379.59,75.92,1,5.2,4,0.339,5,Men,Online,0.288,0.664,0,0
ZC000340,38.0,Female,Mexico,Tier 1,6,20,1,47.25,47.25,9,11.3,4,0.546,5,Women,Mixed,0.338,0.508,0,0
ZC000341,16.0,Male,USA,Tier 1,17,104,5,317.29,63.46,1,8.3,7,0.244,8,Women,Online,0.266,0.38,0,0
ZC000342,35.0,Male,Spain,Tier 2,33,82,2,48.2,24.1,2,9.4,2,0.372,7,Home,Mixed,0.32,0.038,0,0
ZC000343,33.0,Male,USA,Tier 1,4,197,2,141.19,70.6,1,5.0,7,0.609,7,Home,Store,0.266,0.2,0,1
ZC000344,36.0,Female,Italy,Tier 1,9,31,3,307.06,102.35,10,2.2,8,0.292,5,Men,Mixed,0.27,0.176,0,0
ZC000345,48.0,Female,Spain,Tier 1,13,32,1,89.69,89.69,8,3.5,5,0.787,1,Men,Store,0.566,0.511,0,0
ZC000346,16.0,Female,UK,Tier 1,53,70,7,540.49,77.21,3,1.3,2,0.632,5,Women,Online,0.464,0.074,0,0
ZC000347,26.0,Male,Spain,Tier 2,22,55,3,254.22,84.74,7,3.5,5,0.2,3,Men,Mixed,0.246,0.459,0,1
ZC000348,38.0,Female,UK,Tier 1,5,19,4,435.18,108.8,5,6.3,2,0.475,4,Women,Mixed,0.327,0.201,0,0
ZC000349,16.0,Female,Spain,Tier 1,58,15,5,416.69,83.34,7,3.6,2,0.428,6,Men,Online,0.401,0.585,0,0
ZC000350,47.0,Female,Spain,Tier 2,50,148,4,279.12,69.78,2,4.7,9,0.221,3,Kids,Store,0.484,0.139,0,1
ZC000351,36.0,Female,Italy,Tier 3,20,27,1,57.68,57.68,9,11.3,4,0.799,4,Men,Online,0.526,0.604,0,0
ZC000352,40.0,Male,USA,Tier 1,60,44,4,504.08,126.02,9,6.9,5,0.281,3,Women,Mixed,0.388,0.326,0,0
ZC000353,,Female,USA,Tier 1,10,13,1,67.26,67.26,7,10.9,4,0.589,4,Women,Online,0.452,0.172,0,0
ZC000354,40.0,Male,Germany,Tier 1,14,300,2,265.68,132.84,2,5.3,4,0.421,8,Women,Mixed,0.465,0.505,0,1
ZC000355,43.0,Female,Spain,Tier 1,8,29,2,146.44,73.22,10,4.2,1,0.496,5,Kids,Online,0.119,0.305,0,0
ZC000356,34.0,Female,Spain,Tier 3,29,50,1,58.38,58.38,8,12.7,2,0.569,4,Men,Store,0.458,0.084,0,0
ZC000357,34.0,Female,UK,Tier 3,60,8,5,434.06,86.81,6,4.9,5,0.558,1,Kids,Store,0.582,0.429,0,0
ZC000358,35.0,Male,USA,Tier 1,36,66,4,342.47,85.62,0,7.0,2,0.407,5,Women,Online,0.457,0.247,0,0
ZC000359,23.0,Female,France,Tier 1,8,241,1,36.31,36.31,1,4.0,3,0.356,3,Home,Store,0.34,0.307,0,1
ZC000360,31.0,Female,Other,Tier 1,11,16,3,261.1,87.03,6,3.2,3,0.559,8,Women,Mixed,0.266,0.702,0,0
ZC000361,30.0,Male,UK,Tier 2,33,69,2,83.33,41.66,3,9.2,5,,4,Men,Mixed,0.397,0.118,0,0
ZC000362,36.0,Female,France,Tier 1,8,37,1,135.55,135.55,10,2.8,3,0.527,2,Home,Mixed,0.449,0.583,0,0
ZC000363,42.0,Female,Other,Tier 1,17,58,4,189.43,47.36,6,3.5,6,0.843,7,Men,Online,0.149,0.451,0,0
ZC000364,21.0,Female,France,Tier 1,4,40,1,88.27,88.27,10,1.0,6,0.508,7,Women,Online,0.299,0.567,0,0
ZC000365,31.0,Female,Mexico,Tier 2,14,12,1,97.27,97.27,7,1.1,2,0.659,5,Women,Store,0.151,0.139,0,0
ZC000366,47.0,Male,France,Tier 3,20,75,1,112.04,112.04,1,4.7,3,0.215,5,Home,Online,0.488,0.205,0,0
ZC000367,25.0,Male,Germany,Tier 1,21,119,2,79.18,39.59,1,4.1,3,0.325,4,Kids,Store,0.449,0.605,0,1
ZC000368,24.0,Male,Other,Tier 2,26,38,4,379.31,94.83,4,4.9,1,0.386,4,TRF,Online,0.256,0.344,0,0
ZC000369,34.0,Male,Spain,Tier 2,47,147,1,55.31,55.31,2,8.2,3,0.515,8,Women,Store,0.541,0.565,0,1
ZC000370,40.0,Male,Other,Tier 1,37,148,1,75.04,75.04,0,6.9,2,,7,Men,Store,0.627,0.314,0,1
ZC000371,32.0,Female,France,Tier 3,35,119,3,119.6,39.87,3,5.1,2,0.134,4,Men,Mixed,0.139,0.413,0,0
ZC000372,45.0,Female,Germany,Tier 2,32,18,2,188.49,94.24,8,3.0,6,0.295,6,Men,Online,0.553,0.189,0,0
ZC000373,41.0,Female,UK,Tier 1,21,95,1,102.87,102.87,1,2.5,8,0.664,5,Women,Mixed,0.23,0.344,0,0
ZC000374,40.0,Male,USA,Tier 2,17,87,2,123.22,61.61,0,4.6,6,0.525,3,Men,Mixed,0.497,0.146,0,0
ZC000375,38.0,Male,Spain,Tier 1,39,23,7,566.47,80.92,5,6.1,1,0.706,4,Men,Mixed,0.362,0.24,0,0
ZC000376,55.0,Male,Other,Tier 1,32,35,3,303.57,101.19,5,2.3,2,0.453,5,TRF,Store,0.246,0.254,0,0
ZC000377,30.0,Female,Germany,Tier 1,10,59,1,94.64,94.64,3,4.6,2,0.28,6,Kids,Store,0.172,0.333,1,1
ZC000378,16.0,Female,Other,Tier 2,28,33,3,146.72,48.91,5,1.3,4,0.567,2,Men,Mixed,0.136,0.506,0,0
ZC000379,48.0,Male,USA,Tier 3,22,51,1,46.45,46.45,9,2.5,2,0.615,1,Women,Online,0.261,0.524,0,0
ZC000380,27.0,Female,USA,Tier 1,25,203,3,226.95,75.65,0,3.6,2,0.562,4,Home,Online,0.377,0.112,0,0
ZC000381,33.0,Female,USA,Tier 1,42,25,1,87.42,87.42,7,2.1,4,0.738,6,Kids,Online,0.371,0.352,0,0
ZC000382,45.0,Female,USA,Tier 1,10,24,1,73.2,73.2,7,8.8,1,0.064,3,Men,Online,0.605,0.108,0,1
ZC000383,16.0,Female,France,Tier 3,10,139,3,231.53,77.18,1,4.0,4,0.128,5,Women,Mixed,0.298,0.167,0,1
ZC000384,19.0,Male,Other,Tier 1,23,62,1,101.7,101.7,1,2.0,4,0.362,6,Women,Mixed,0.638,0.144,0,0
ZC000385,16.0,Male,Other,Tier 3,11,69,3,224.99,75.0,2,1.0,4,0.188,6,TRF,Store,0.556,0.617,0,1
ZC000386,,Male,France,Tier 1,5,45,1,46.79,46.79,9,1.8,8,0.18,2,Women,Mixed,0.161,0.544,0,0
ZC000387,36.0,Female,USA,Tier 1,7,45,1,91.79,91.79,4,11.4,4,0.304,4,Women,Online,0.37,0.299,0,0
ZC000388,37.0,Female,Germany,Tier 1,60,53,6,663.63,110.6,5,2.7,5,0.6,2,Women,Mixed,0.33,0.437,0,0
ZC000389,35.0,Male,Germany,Tier 1,20,69,1,84.21,84.21,5,4.5,4,0.805,6,Women,Mixed,0.341,0.679,0,0
ZC000390,18.0,Female,Italy,Tier 1,29,118,3,227.06,75.69,3,6.1,2,0.275,3,Women,Online,0.233,0.226,0,0
ZC000391,16.0,Female,France,Tier 3,16,20,1,81.57,81.57,1,1.7,7,0.098,3,Men,Online,0.442,0.232,0,0
ZC000392,33.0,Male,Spain,Tier 1,40,26,4,302.25,75.56,4,1.0,2,0.625,7,Home,Store,0.294,0.258,0,0
ZC000393,27.0,Female,Spain,Tier 1,2,141,1,92.11,92.11,0,1.7,1,0.53,8,Kids,Online,0.305,0.092,0,1
ZC000394,37.0,Female,Other,Tier 2,53,64,4,133.27,33.32,1,4.0,3,0.789,7,Home,Mixed,0.474,0.045,0,0
ZC000395,39.0,Male,Italy,Tier 1,20,40,2,182.48,91.24,2,6.3,1,0.092,1,Women,Store,0.377,0.541,0,0
ZC000396,33.0,Female,Other,Tier 2,11,77,6,421.39,70.23,3,1.6,2,0.413,4,Women,Mixed,0.249,0.541,0,0
ZC000397,40.0,Female,USA,Tier 2,48,34,3,335.19,111.73,6,4.4,3,0.381,5,Kids,Mixed,0.109,0.269,0,0
ZC000398,34.0,Female,France,Tier 3,27,135,1,43.54,43.54,2,1.4,7,0.412,4,TRF,Online,0.352,0.22,0,1
ZC000399,37.0,Male,USA,Tier 2,18,29,6,287.19,47.86,10,3.6,5,0.448,1,Women,Online,0.436,0.064,0,0
